,state,puma,emp,emp_alum,emp_steel,emp_tariff,emp_steel_cty_emp_sh,emp_alum_cty_emp_sh,emp_tariff_cty_emp_sh,puma_name,state_abbrev,GEOID10
575,12,10101,47649.0,5.0,42.0,47.0,0.08814455707360071,0.010493399651619132,0.09863795672521984,Pasco County (East Central),FL,1210101
576,12,10102,39159.0,0.0,0.0,0.0,0.0,0.0,0.0,Pasco County (West Central),FL,1210102
577,12,10103,48659.0,19.0,46.0,65.0,0.09453544051460161,0.03904724716907458,0.1335826876836762,Pasco County (Gulf Coast),FL,1210103
578,12,10104,58648.0,0.0,61.0,61.0,0.10401036693493385,0.0,0.10401036693493385,Pasco County (South),FL,1210104
579,12,10301,53909.0,0.0,22.0,22.0,0.0408095123263277,0.0,0.0408095123263277,Pinellas County (North),FL,1210301
580,12,10302,49365.0,36.0,23.0,59.0,0.04659171477767649,0.07292616226071102,0.11951787703838752,Pinellas County (North Central),FL,1210302
581,12,10303,47945.0,9.0,0.0,9.0,0.0,0.018771509020752947,0.018771509020752947,Pinellas County (Central)--Clearwater City (South & Central),FL,1210303
582,12,10304,49983.0,0.0,17.0,17.0,0.034011563931736793,0.0,0.034011563931736793,Pinellas County (Central)--Greater Largo City,FL,1210304
583,12,10305,49497.0,13.0,0.0,13.0,0.0,0.026264218033416168,0.026264218033416168,Pinellas County (West Central)--Greater Seminole City,FL,1210305
584,12,10306,50436.0,0.0,0.0,0.0,0.0,0.0,0.0,Pinellas County (Central)--Greater Pinellas Park City,FL,1210306
585,12,10307,75792.0,0.0,23.0,23.0,0.03034621068186616,0.0,0.03034621068186616,Pinellas County (Southeast)--St. Petersburg City (East),FL,1210307
586,12,10308,52923.0,20.0,0.0,20.0,0.0,0.03779075260283809,0.03779075260283809,Pinellas County (South Central)--St. Petersburg City (West),FL,1210308
587,12,10501,74532.0,67.0,54.0,121.0,0.07245210111093221,0.08989427360060108,0.1623463747115333,Polk County (Northwest),FL,1210501
588,12,10502,67036.0,23.0,48.0,71.0,0.07160331762038308,0.034309923026433556,0.10591324064681663,Polk County (Northeast),FL,1210502
589,12,10503,60889.0,67.0,59.0,126.0,0.0968976333984792,0.11003629555420519,0.2069339289526844,Polk County (Central),FL,1210503
590,12,10504,52505.0,0.0,63.0,63.0,0.11998857251690315,0.0,0.11998857251690315,Polk County (South),FL,1210504
591,12,10700,38162.0,187.0,59.0,246.0,0.15460405639117447,0.4900162465279598,0.6446203029191342,Putnam & St. Johns (South) Counties,FL,1210700
592,12,10900,87298.0,131.0,57.0,188.0,0.06529359206396482,0.15006071158560333,0.21535430364956815,St. Johns County (North),FL,1210900
593,12,11101,37273.0,0.0,0.0,0.0,0.0,0.0,0.0,St. Lucie County (North),FL,1211101
594,12,11102,80213.0,0.0,0.0,0.0,0.0,0.0,0.0,St. Lucie County (South),FL,1211102
595,12,11300,72513.0,0.0,71.0,71.0,0.09791347758332988,0.0,0.09791347758332988,Santa Rosa County,FL,1211300
596,12,11501,56785.0,0.0,13.0,13.0,0.022893369727921106,0.0,0.022893369727921106,Sarasota County (North),FL,1211501
597,12,11502,54188.0,0.0,9.0,9.0,0.01660884328633646,0.0,0.01660884328633646,Sarasota County (Central & Gulf Coast),FL,1211502
598,12,11503,46163.0,18.0,0.0,18.0,0.0,0.03899226653380413,0.03899226653380413,Sarasota County (East),FL,1211503
599,12,11701,54719.0,9.0,0.0,9.0,0.0,0.01644766899979897,0.01644766899979897,Seminole County (West),FL,1211701
600,12,11702,51560.0,0.0,10.0,10.0,0.019394879751745538,0.0,0.019394879751745538,Seminole County (North Central),FL,1211702
601,12,11703,54480.0,0.0,11.0,11.0,0.020190895741556535,0.0,0.020190895741556535,Seminole County (South Central),FL,1211703
602,12,11704,55720.0,38.0,98.0,136.0,0.17587939698492464,0.0681981335247667,0.2440775305096913,Seminole County (East),FL,1211704
603,12,12100,35988.0,49.0,0.0,49.0,0.0,0.1361564966099811,0.1361564966099811,"""Suwannee, Taylor, Madison, Hamilton & Lafayette Counties""",FL,1212100
604,12,12701,45729.0,19.0,0.0,19.0,0.0,0.041549126374948064,0.041549126374948064,"""Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town""",FL,1212701
605,12,12702,50329.0,0.0,74.0,74.0,0.1470325259790578,0.0,0.1470325259790578,"""Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities""",FL,1212702
606,12,12703,54770.0,0.0,43.0,43.0,0.07851013328464487,0.0,0.07851013328464487,"""Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities""",FL,1212703
607,12,12704,51475.0,7.0,8.0,15.0,0.015541525012141816,0.013598834385624089,0.029140359397765905,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,FL,1212704
608,13,100,67277.0,28.0,44.0,72.0,0.06540125154213178,0.04161897825408386,0.10702022979621564,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,GA,1300100
609,13,200,50211.0,53.0,0.0,53.0,0.0,0.10555455975782199,0.10555455975782199,"""Coastal Regional Commission (West)--Liberty, Bryan & Long Counties""",GA,1300200
610,13,300,63142.0,10.0,37.0,47.0,0.05859808051693009,0.015837319058629756,0.07443539957555985,"""Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties""",GA,1300300
611,13,401,78164.0,0.0,55.0,55.0,0.0703648738549716,0.0,0.0703648738549716,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,GA,1300401
612,13,402,53774.0,0.0,0.0,0.0,0.0,0.0,0.0,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City),GA,1300402
613,13,500,63649.0,31.0,70.0,101.0,0.10997816147936339,0.04870461436943235,0.15868277584879573,Southern Georgia Regional Commission (East & Central),GA,1300500
614,13,600,49260.0,0.0,6.0,6.0,0.012180267965895249,0.0,0.012180267965895249,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City,GA,1300600
615,13,700,48181.0,50.0,30.0,80.0,0.06226520827712169,0.10377534712853614,0.16604055540565782,Southern Georgia Regional Commission (West),GA,1300700
616,13,800,44539.0,0.0,111.0,111.0,0.24921978490760907,0.0,0.24921978490760907,"""Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties""",GA,1300800
617,13,900,47926.0,0.0,18.0,18.0,0.037557901765221384,0.0,0.037557901765221384,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties,GA,1300900
618,13,1001,66489.0,10.0,79.0,89.0,0.11881664636255622,0.01504008181804509,0.1338567281806013,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City,GA,1301001
619,13,1002,56666.0,0.0,38.0,38.0,0.06705961246602901,0.0,0.06705961246602901,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City,GA,1301002
620,13,1003,51072.0,0.0,70.0,70.0,0.13706140350877194,0.0,0.13706140350877194,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),GA,1301003
621,13,1004,53212.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities,GA,1301004
622,13,1005,82967.0,18.0,62.0,80.0,0.07472850651463835,0.021695372859088555,0.0964238793737269,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,GA,1301005
623,13,1006,69784.0,49.0,20.0,69.0,0.028659864725438498,0.07021666857732431,0.09887653330276282,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North),GA,1301006
624,13,1007,73894.0,52.0,18.0,70.0,0.024359217257152135,0.07037107207621729,0.09473028933336942,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),GA,1301007
625,13,1008,57825.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Regional Commission (Central)--DeKalb County (South),GA,1301008
626,13,1100,42385.0,0.0,23.0,23.0,0.05426448035861744,0.0,0.05426448035861744,Southwest Georgia Regional Commission (West & Central),GA,1301100
627,13,1200,54477.0,28.0,61.0,89.0,0.11197386052829635,0.05139783761954586,0.16337169814784222,Heart of Georgia Altamaha Regional Commission (Southeast),GA,1301200
628,13,1300,49285.0,89.0,176.0,265.0,0.3571066247336918,0.1805823272801055,0.5376889520137973,Heart of Georgia Altamaha Regional Commission (North & West),GA,1301300
629,13,1400,60131.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,GA,1301400
630,13,1500,70502.0,14.0,93.0,107.0,0.13191115145669627,0.01985759269240589,0.15176874414910216,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,GA,1301500
631,13,1600,72230.0,0.0,12.0,12.0,0.016613595458950574,0.0,0.016613595458950574,Middle Georgia Regional Commission (North & Outside Bibb County),GA,1301600
632,13,1700,93990.0,10.0,59.0,69.0,0.06277263538674327,0.010639429726566656,0.07341206511330993,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties,GA,1301700
633,13,1800,62355.0,45.0,6.0,51.0,0.009622323791195573,0.0721674284339668,0.08178975222516238,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),GA,1301800
634,13,1900,57429.0,0.0,25.0,25.0,0.04353201344268575,0.0,0.04353201344268575,Three Rivers Regional Commission (East),GA,1301900
635,13,2001,62245.0,65.0,23.0,88.0,0.03695075909711623,0.10442605831793718,0.14137681741505342,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan,GA,1302001
636,13,2002,60161.0,0.0,26.0,26.0,0.043217366732600855,0.0,0.043217366732600855,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities,GA,1302002
637,13,2003,79614.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker,GA,1302003
638,13,2004,79433.0,57.0,0.0,57.0,0.0,0.0717585889995342,0.0717585889995342,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City,GA,1302004
639,13,2100,64030.0,270.0,16.0,286.0,0.024988286740590348,0.4216773387474621,0.4466656254880525,Three Rivers Regional Commission (North Central)--Coweta County,GA,1302100
640,13,2200,42255.0,435.0,4.0,439.0,0.009466335344929595,1.0294639687610934,1.038930304106023,"""Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties""",GA,1302200
641,13,2300,48576.0,292.0,68.0,360.0,0.13998682476943347,0.6011198945981555,0.741106719367589,Three Rivers Regional Commission (Northwest)--Carroll County,GA,1302300
642,13,2400,50393.0,11.0,17.0,28.0,0.03373484412517611,0.021828428551584546,0.05556327267676066,Atlanta Regional Commission (South Central)--Fayette County,GA,1302400
643,13,2500,68136.0,91.0,306.0,397.0,0.4491017964071856,0.13355641657860748,0.5826582129857931,"""Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties""",GA,1302500
644,13,2600,76166.0,0.0,129.0,129.0,0.16936690911955465,0.0,0.16936690911955465,"""Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties""",GA,1302600
645,13,2700,46245.0,0.0,72.0,72.0,0.15569250729808629,0.0,0.15569250729808629,Northwest Georgia Regional Commission (North Central)--Whitfield County,GA,1302700
646,13,2800,73449.0,104.0,63.0,167.0,0.08577380223011886,0.1415948481259105,0.22736865035602935,Northwest Georgia Regional Commission (Northeast),GA,1302800
647,13,2900,45335.0,0.0,280.0,280.0,0.6176243520458806,0.0,0.6176243520458806,Northwest Georgia Regional Commission (East Central)--Bartow County,GA,1302900
648,13,3001,77863.0,0.0,87.0,87.0,0.11173471353531202,0.0,0.11173471353531202,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,GA,1303001
649,13,3002,68937.0,19.0,0.0,19.0,0.0,0.02756139663750961,0.02756139663750961,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,GA,1303002
650,13,3003,61641.0,38.0,36.0,74.0,0.058402686523580084,0.061647280219334535,0.12004996674291461,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,GA,1303003
651,13,3004,91330.0,38.0,30.0,68.0,0.032847914157451,0.04160735793277127,0.07445527209022228,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,GA,1303004
652,13,3005,75580.0,37.0,75.0,112.0,0.09923260121725325,0.04895474993384493,0.14818735115109818,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),GA,1303005
653,13,3101,54964.0,0.0,24.0,24.0,0.04366494432719598,0.0,0.04366494432719598,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities,GA,1303101
654,13,3102,57941.0,61.0,100.0,161.0,0.1725893581401771,0.10527950846550801,0.2778688666056851,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),GA,1303102
655,13,3200,53488.0,0.0,0.0,0.0,0.0,0.0,0.0,Georgia Mountains Regional Commission (North & Northwest),GA,1303200
656,13,3300,98576.0,90.0,132.0,222.0,0.13390683330628145,0.09130011361791916,0.22520694692420062,Georgia Mountains Regional Commission (Southwest)--Forsyth County,GA,1303300
657,13,3400,85916.0,107.0,76.0,183.0,0.08845849434331207,0.12454024861492621,0.21299874295823829,Georgia Mountains Regional Commission (South Central)--Hall County,GA,1303400
658,13,3500,52971.0,23.0,41.0,64.0,0.0774008419701346,0.0434199845198316,0.12082082648996621,Georgia Mountains Regional Commission (Southeast),GA,1303500
659,13,3600,57172.0,196.0,6.0,202.0,0.010494647729657875,0.3428251591688239,0.35331980689848175,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,GA,1303600
660,13,3700,48127.0,59.0,28.0,87.0,0.058179400336609385,0.12259230785214122,0.1807717081887506,Northeast Georgia Regional Commission (East),GA,1303700
661,13,3800,59088.0,2.0,30.0,32.0,0.05077173030056864,0.0033847820200379095,0.05415651232060655,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,GA,1303800
662,13,3900,52001.0,10.0,78.0,88.0,0.1499971154400877,0.01923039941539586,0.16922751485548354,"""Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties""",GA,1303900
663,13,4000,84145.0,0.0,1.0,1.0,0.0011884247430031492,0.0,0.0011884247430031492,Central Savannah River Area Regional Commission (East Central)--Richmond County,GA,1304000
664,13,4001,76182.0,0.0,14.0,14.0,0.01837704444619464,0.0,0.01837704444619464,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,GA,1304001
665,13,4002,57273.0,46.0,80.0,126.0,0.1396818745307562,0.08031707785518481,0.21999895238594103,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City,GA,1304002
666,13,4003,73513.0,29.0,14.0,43.0,0.01904425067675105,0.03944880497327003,0.05849305565002109,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City,GA,1304003
667,13,4004,57592.0,82.0,83.0,165.0,0.14411723850534797,0.1423808862341992,0.28649812473954717,Atlanta Regional Commission (Northeast)--Gwinnett County (East),GA,1304004
668,13,4005,59816.0,0.0,14.0,14.0,0.023405109000936203,0.0,0.023405109000936203,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City,GA,1304005
669,13,4006,101774.0,38.0,49.0,87.0,0.04814589187808281,0.03733763043606422,0.08548352231414703,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City,GA,1304006
670,13,4100,64515.0,0.0,120.0,120.0,0.1860032550569635,0.0,0.1860032550569635,Central Savannah River Area Regional Commission (East Central)--Columbia County,GA,1304100
671,13,4200,46247.0,9.0,143.0,152.0,0.30920924600514627,0.019460721776547667,0.32866996778169394,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),GA,1304200
672,13,4300,82069.0,0.0,114.0,114.0,0.13890750466071233,0.0,0.13890750466071233,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,GA,1304300
673,13,4400,64750.0,16.0,86.0,102.0,0.13281853281853281,0.02471042471042471,0.15752895752895754,Atlanta Regional Commission (Southwest)--Douglas County,GA,1304400
674,13,4500,70813.0,32.0,125.0,157.0,0.17652126022058096,0.04518944261646873,0.2217107028370497,Northwest Georgia Regional Commission (Southeast)--Paulding County,GA,1304500
675,13,4600,46279.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central),GA,1304600
676,13,5001,47152.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Regional Commission (South Central)--Clayton County (South),GA,1305001
677,13,5002,70161.0,0.0,60.0,60.0,0.0855175952452217,0.0,0.0855175952452217,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City,GA,1305002
678,13,6001,46533.0,15.0,29.0,44.0,0.062321363333548235,0.03223518793114564,0.09455655126469387,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,GA,1306001
679,13,6002,50201.0,19.0,59.0,78.0,0.11752753929204597,0.037847851636421584,0.15537539092846755,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,GA,1306002
680,15,100,117674.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Maui, Kalawao & Kauai Counties""",HI,1500100
681,15,200,83364.0,0.0,0.0,0.0,0.0,0.0,0.0,Hawaii County,HI,1500200
682,15,301,46524.0,0.0,0.0,0.0,0.0,0.0,0.0,Honolulu County--Rural Oahu,HI,1500301
683,15,302,60787.0,0.0,0.0,0.0,0.0,0.0,0.0,Honolulu County--Koolaupoko,HI,1500302
684,15,303,55083.0,0.0,0.0,0.0,0.0,0.0,0.0,Honolulu County--East Honolulu to Kapahulu,HI,1500303
685,15,304,66448.0,0.0,0.0,0.0,0.0,0.0,0.0,Honolulu County--Tantalus to Waikiki,HI,1500304
686,15,305,60171.0,0.0,26.0,26.0,0.04321018430805538,0.0,0.04321018430805538,Honolulu County--Nuuanu to Kalihi,HI,1500305
687,15,306,74869.0,0.0,0.0,0.0,0.0,0.0,0.0,Honolulu County--Moanalua to Pearl City,HI,1500306
688,15,307,78183.0,0.0,0.0,0.0,0.0,0.0,0.0,Honolulu County--Central Oahu,HI,1500307
689,15,308,61624.0,0.0,0.0,0.0,0.0,0.0,0.0,Honolulu County--Ewa,HI,1500308
690,16,100,50006.0,5.0,27.0,32.0,0.0539935207775067,0.009998800143982722,0.06399232092148942,"""Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties""",ID,1600100
691,16,200,63518.0,30.0,73.0,103.0,0.1149280518908026,0.04723070625649422,0.16215875814729683,"""Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities""",ID,1600200
692,16,300,43416.0,0.0,12.0,12.0,0.027639579878385848,0.0,0.027639579878385848,Central Idaho--Lewiston City & Nez Perce Reservation,ID,1600300
693,16,400,46504.0,0.0,51.0,51.0,0.10966798554963014,0.0,0.10966798554963014,"""Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City""",ID,1600400
694,16,500,50740.0,0.0,36.0,36.0,0.07094994087504927,0.0,0.07094994087504927,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,ID,1600500
695,16,600,53478.0,0.0,44.0,44.0,0.08227682411458918,0.0,0.08227682411458918,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,ID,1600600
696,16,701,56071.0,0.0,0.0,0.0,0.0,0.0,0.0,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,ID,1600701
697,16,702,53202.0,23.0,24.0,47.0,0.04511108604939664,0.04323145746400511,0.08834254351340175,Ada County (Northeast)--Boise (North & West) & Garden City Cities,ID,1600702
698,16,800,57139.0,0.0,0.0,0.0,0.0,0.0,0.0,Ada County (South)--Boise (South) & Kuna Cities,ID,1600800
699,16,900,48318.0,0.0,0.0,0.0,0.0,0.0,0.0,Twin Falls & Cassia Counties--Twin Falls City,ID,1600900
700,16,1000,53487.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties""",ID,1601000
701,16,1100,58016.0,0.0,76.0,76.0,0.13099834528405957,0.0,0.13099834528405957,"""Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties""",ID,1601100
702,16,1200,46876.0,0.0,5.0,5.0,0.010666439115965527,0.0,0.010666439115965527,Bonneville County--Idaho Falls City,ID,1601200
703,16,1300,54277.0,0.0,170.0,170.0,0.31320817289091146,0.0,0.31320817289091146,"""Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation""",ID,1601300
704,17,104,59695.0,102.0,266.0,368.0,0.445598458832398,0.17086858195828797,0.616467040790686,"""Jo Daviess, Carroll, Whiteside & Lee Counties""",IL,1700104
705,17,105,67921.0,648.0,228.0,876.0,0.33568410359093653,0.9540495575742407,1.2897336611651773,Rock Island County,IL,1700105
706,17,202,80268.0,334.0,347.0,681.0,0.43230178900682714,0.4161060447500872,0.8484078337569143,"""Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties""",IL,1700202
707,17,300,50535.0,0.0,88.0,88.0,0.1741367369150094,0.0,0.1741367369150094,"""Adams, Pike, Brown, Schuyler & Mason Counties""",IL,1700300
708,17,401,64154.0,109.0,480.0,589.0,0.7481996446051689,0.1699036692957571,0.9181033139009259,"""Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties""",IL,1700401
709,17,501,62316.0,53.0,184.0,237.0,0.29526927273894343,0.08505038834328263,0.3803196610822261,"""Montgomery, Bond, Clinton, Fayette & Effingham Counties""",IL,1700501
710,17,600,47057.0,0.0,93.0,93.0,0.1976326582655078,0.0,0.1976326582655078,"""Douglas, Edgar, Coles & Cumberland Counties""",IL,1700600
711,17,700,47012.0,13.0,91.0,104.0,0.19356759976176297,0.027652514251680423,0.22122011401344338,"""Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties""",IL,1700700
712,17,800,55500.0,2.0,104.0,106.0,0.1873873873873874,0.0036036036036036037,0.19099099099099098,South & Southeast Illinois,IL,1700800
713,17,900,78514.0,333.0,11.0,344.0,0.014010240211936725,0.42412818096135724,0.43813842117329393,"""Jackson, Williamson, Franklin & Perry Counties""",IL,1700900
714,17,1001,71041.0,20.0,172.0,192.0,0.24211370898495235,0.028152756858715388,0.27026646584366776,"""Monroe, Randolph, Washington, Jefferson & Marion Counties""",IL,1701001
715,17,1104,72252.0,50.0,373.0,423.0,0.5162486851575043,0.06920223661628744,0.5854509217737918,St. Clair County (Central & Northeast),IL,1701104
716,17,1105,47389.0,0.0,290.0,290.0,0.6119563611808647,0.0,0.6119563611808647,"""St. Clair County (Northwest, Southwest & Southeast)""",IL,1701105
717,17,1204,60623.0,38.0,638.0,676.0,1.0524058525642084,0.06268248024677103,1.1150883328109793,Madison County (East),IL,1701204
718,17,1205,65073.0,28.0,746.0,774.0,1.1464048069091635,0.04302859865074608,1.1894334055599096,"""Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village""",IL,1701205
719,17,1300,95968.0,0.0,141.0,141.0,0.1469239746582194,0.0,0.1469239746582194,Sangamon County--Springfield City,IL,1701300
720,17,1500,47715.0,0.0,92.0,92.0,0.1928114848580111,0.0,0.1928114848580111,Macon County--Decatur City,IL,1701500
721,17,1602,65906.0,3.0,31.0,34.0,0.047036688617121354,0.004551937608108518,0.051588626225229875,"""Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties""",IL,1701602
722,17,1701,86154.0,0.0,203.0,203.0,0.23562457924182278,0.0,0.23562457924182278,Peoria County--Peoria City,IL,1701701
723,17,1900,64896.0,5.0,273.0,278.0,0.4206730769230769,0.007704635108481263,0.42837771203155817,Tazewell County,IL,1701900
724,17,2000,91625.0,0.0,17.0,17.0,0.018553888130968622,0.0,0.018553888130968622,McLean County,IL,1702000
725,17,2100,103472.0,16.0,294.0,310.0,0.2841348384103912,0.015463120457708366,0.2995979588680996,Champaign County--Champaign & Urbana Cities,IL,1702100
726,17,2200,67248.0,96.0,337.0,433.0,0.5011301451344278,0.14275517487508924,0.643885320009517,"""Livingston, Ford, Iroquois & Vermilion Counties""",IL,1702200
727,17,2300,50321.0,0.0,500.0,500.0,0.993620953478667,0.0,0.993620953478667,Kankakee County,IL,1702300
728,17,2400,50763.0,0.0,110.0,110.0,0.2166932608395879,0.0,0.2166932608395879,LaSalle County,IL,1702400
729,17,2501,67681.0,52.0,233.0,285.0,0.34426205286564915,0.07683101609018779,0.4210930689558369,"""Knox, Stark, Bureau, Marshall & Woodford Counties""",IL,1702501
730,17,2601,52068.0,167.0,225.0,392.0,0.4321272182530537,0.3207344242144887,0.7528616424675424,DeKalb County,IL,1702601
731,17,2700,46216.0,19.0,145.0,164.0,0.3137441578674052,0.04111130344469448,0.3548554613120997,Stephenson & Ogle Counties,IL,1702700
732,17,2801,86411.0,131.0,280.0,411.0,0.32403281989561517,0.15160106930830566,0.4756338892039208,Winnebago County (Southeast & West)--Rockford City,IL,1702801
733,17,2901,69043.0,41.0,316.0,357.0,0.4576857900149182,0.05938328288168243,0.5170690728966006,Winnebago (Northeast) & Boone Counties,IL,1702901
734,17,3005,68632.0,15.0,50.0,65.0,0.07285231378948595,0.021855694136845787,0.09470800792633174,Kane County (Southeast)--Aurora Township,IL,1703005
735,17,3007,61196.0,24.0,180.0,204.0,0.2941368716909602,0.039218249558794695,0.33335512124975486,"""Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships""",IL,1703007
736,17,3008,70459.0,175.0,70.0,245.0,0.09934855731702125,0.24837139329255312,0.34771995060957434,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships,IL,1703008
737,17,3009,58817.0,52.0,0.0,52.0,0.0,0.08840981348929731,0.08840981348929731,Kane County (West),IL,1703009
738,17,3102,63130.0,14.0,154.0,168.0,0.24394107397433867,0.022176461270394424,0.2661175352447331,Will County (West Central)--Joliet & Troy Townships,IL,1703102
739,17,3105,69801.0,0.0,253.0,253.0,0.36245899055887454,0.0,0.36245899055887454,Will County (Northwest Central)--Plainfield & Lockport Townships,IL,1703105
740,17,3106,87204.0,0.0,164.0,164.0,0.18806476767120775,0.0,0.18806476767120775,Will County (Northwest)--DuPage & Wheatland Townships,IL,1703106
741,17,3107,64565.0,43.0,348.0,391.0,0.5389917137768141,0.06659955084023853,0.6055912646170526,"""Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships""",IL,1703107
742,17,3108,54537.0,8.0,301.0,309.0,0.5519188807598511,0.014668940352421292,0.5665878211122723,Will County (South),IL,1703108
743,17,3202,60913.0,28.0,60.0,88.0,0.09850114097154959,0.04596719912005647,0.14446834009160606,DuPage County (Central)--Milton Township,IL,1703202
744,17,3203,63744.0,0.0,43.0,43.0,0.06745732931726908,0.0,0.06745732931726908,DuPage County (South Central)--Lisle Township,IL,1703203
745,17,3204,74396.0,0.0,202.0,202.0,0.2715199741921609,0.0,0.2715199741921609,DuPage County (Southeast)--Downers Grove Township,IL,1703204
746,17,3205,62571.0,22.0,124.0,146.0,0.19817487334388134,0.03516005817391443,0.23333493151779577,DuPage County (East Central)--York Township,IL,1703205
747,17,3207,61247.0,37.0,110.0,147.0,0.17960063350041636,0.06041112217741277,0.24001175567782912,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships,IL,1703207
748,17,3208,94756.0,57.0,174.0,231.0,0.18362953269449955,0.06015450208957744,0.243784034784077,"""DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships""",IL,1703208
749,17,3209,64809.0,28.0,131.0,159.0,0.20213241987995495,0.043203876004875866,0.2453362958848308,DuPage County (Southwest)--Naperville & Winfield (South) Townships,IL,1703209
750,17,3306,80164.0,66.0,359.0,425.0,0.4478319445137468,0.08233122099695624,0.5301631655107031,"""Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships""",IL,1703306
